rotten_tomatoes_link,directors
m/the-company-men,John Wells
m/the-crimson-kimono-1959,Samuel Fuller
m/the-croods,Chris Sanders
m/the-debut2000,Gene Cajayon
m/the-desert-of-forbidden-art,Tchavdar Georgiev
m/the-eagle-of-the-ninth,Kevin Macdonald
m/the-evil-dead,Sam Raimi
m/the-fall-2008,Tarsem Singh
m/the-family-that-preys,Tyler Perry
m/the-fantasticks,Michael Ritchie
m/the-food-of-the-gods,Bert I. Gordon
m/the-foot-fist-way,Jody Hill
m/the-gods-must-be-crazy,Jamie Uys
m/the-great-mouse-detective,Burny Mattinson
m/the-heart-is-deceitful-above-all-things,Asia Argento
m/the-heart-of-the-game,Ward Serrill
m/the-hero-of-color-city,Frank Gladstone
m/the-house-by-the-cemetery,Lucio Fulci
m/the-killing-of-john-lennon,Andrew Piddington
m/the-knack-and-how-to-get-it,Richard Lester
m/the-last-run-1971,Richard Fleischer
m/the-left-handed-gun,Arthur Penn
m/the-lightkeepers,Daniel Adams
m/the-lost,Chris Sivertson
m/the-man,Les Mayfield
m/the-missing-gun,Chuan Lu
m/the-navigator,Buster Keaton
m/the-next-man,Richard C. Sarafian
m/the-nutcracker1993,Emile Ardolino
m/the-other-side-of-the-mirror-bob-dylan-newport-19631965,Murray Lerner
m/the-passenger-professione-reporter,Michelangelo Antonioni
m/the-perfect-host,Nick Tomnay
m/the-pleasure-of-being-robbed,Josh Safdie
m/the-resident,Antti Jokinen
m/the-romantics,Galt Niederhoffer
m/the-safety-of-objects,Rose Troche
m/the-scenesters,Todd Berger
m/the-scent-of-green-papaya,Anh Hung Tran
m/the-secret-of-kells,Tomm Moore
m/the-secret-of-roan-inish,John Sayles
m/the-sicilian-girl,Marco Amenta
m/the-singles-ward,Kurt Hale
m/the-social-network,David Fincher
m/the-story-of-o,Just Jaeckin
m/the-tale-of-zatoichi,Kenji Misumi
m/the-taqwacores,Eyad Zahra
m/the-terror-the-haunting-lady-of-the-shadows,Roger Corman
m/the-three-musketeers2004,Donovan Cook
m/the-tigger-movie,Jun Falkenstein
m/the-trotsky,Jacob Tierney
m/the-vanishing-of-the-bees,George Langworthy
m/the-war-on-the-war-on-drugs,Cevin Soling
m/the-war1994,Jon Avnet
m/the-warriors-way,Sngmoo Lee
m/the-wide-blue-road,Gillo Pontecorvo
m/the-wild-and-wonderful-whites-of-west-virginia,Julien Nitzberg
m/the-yakuza1975,Sydney Pollack
m/the_1000000_duck,Vincent McEveety
m/the_100_year_old_man_who_climbed_out_the_window_and_disappeared,Felix Herngren
m/the_10th_victim,Elio Petri
m/the_12th_man,Harald Zwart
m/the_1517_to_paris,Clint Eastwood
m/the_24_hour_war,Adam Carolla
m/the_24th,Kevin Willmott
m/the_33,Patricia Riggen
m/the_5th_quarter,Rick Bieber
m/the_9th_life_of_louis_drax,Alexandre Aja
m/the_abandoned_2016,Eytan Rockaway
m/the_abcs_of_death,Christopher Smith (VIII)
m/the_absent_one,Mikkel Norgaard
m/the_accompanist,Frederick Keeve
m/the_accountant_2016,Gavin O'Connor
m/the_act_of_killing,Joshua Oppenheimer
m/the_addams_family_2019,Conrad Vernon
m/the_adderall_diaries,Pamela Romanowsky
m/the_adventure_club,Geoff Anderson
m/the_adventurer_the_curse_of_the_midas_box,Jonathan Newman
m/the_adventurers_2017,Stephen Fung
m/the_adventures_of_buckaroo_banzai,W.D. Richter
m/the_adventures_of_bullwhip_griffin,James Neilson
m/the_adventures_of_milo_and_otis_1986,Masanori Hata
m/the_adventures_of_tintin,Steven Spielberg
m/the_african_queen_1951,John Huston
m/the_after_party_2018,Ian Edelman
m/the_afterlight,Alexei Kaleina
m/the_aftermath_2019,James Kent
m/the_age_of_adaline,Lee Toland Krieger
m/the_age_of_stupid,Franny Armstrong
m/the_aggression_scale,Steven C. Miller
m/the_air_i_breahe,Jieho Lee
m/the_air_up_there_1994,Paul Michael Glaser
m/the_amazing_catfish,Claudia Sainte-Luce
m/the_amazing_spider_man,Marc Webb
m/the_amazing_spider_man_2,Marc Webb
m/the_ambassador,Mads Brügger
m/the_american,Anton Corbijn
m/the_american_meme,Bert Marcus
m/the_american_side,Jenna Ricker
m/the_american_soldier,Rainer Werner Fassbinder
m/the_amityville_horror,Stuart Rosenberg
m/the_amityville_murders,
m/the_angel,Ariel Vromen
m/the_angels_share,Ken Loach
m/the_angriest_man_in_brooklyn,Phil Alden Robinson
m/the_angry_birds_movie,Clay Kaytis
m/the_angry_birds_movie_2,Thurop Van Orman
m/the_anomaly,Noel Clarke
m/the_anonymous_people,Greg D. Williams
m/the_anthropologist,Daniel A. Miller
m/the_apostate_2016,Federico Veiroj
m/the_apparition,Todd Lincoln
m/the_apparition_2018,Xavier Giannoli
m/the_arbor_2010,Clio Barnard
m/the_archer_2017,Valerie Weiss
m/the_ardor,Pablo Fendrik
m/the_argument,Robert Schwartzman
m/the_armstrong_lie_2013,Alex Gibney
m/the_arrangement,Elia Kazan
m/the_art_of_getting_by,Gavin Wiesen
m/the_art_of_racing_in_the_rain,Simon Curtis
m/the_art_of_self_defense_2019,Riley Stearns
m/the_art_of_the_steal,Jonathan Sobol
m/the_art_star_and_the_sudanese_twins_2008,Pietra Brettkelly
m/the_artist,Michel Hazanavicius
m/the_aspern_papers,Julien Landais
m/the_assassin_2015,Hsiao-hsien Hou
m/the_assignment_2017,Walter Hill
m/the_atoning_2017,Michael Williams (XLVIII)
m/the_attack_2012,Ziad Doueiri
m/the_attorney,Yang Woo-seok
m/the_audition,Ina Weisse
m/the_automatic_hate,Justin Lerner
m/the_autopsy_of_jane_doe,André Øvredal
m/the_awakening_2011,Nick Murphy
m/the_awakening_of_motti_wolkenbruch,Michael Steiner
m/the_babadook,Jennifer Kent
m/the_babymakers_2012,Jay Chandrasekhar
m/the_babysitter_2017,McG
m/the_bachelor_and_the_bobby_soxer,Irving Reis
m/the_bachelors_2017,Kurt Voelker
m/the_backwoods,Koldo Serra
m/the_bad_batch,Ana Lily Amirpour
m/the_bag_man,David Grovic
m/the_ballad_of_buster_scruggs,Joel Coen
m/the_ballad_of_genesis_and_lady_jaye_2011,Marie Losier
m/the_ballad_of_lefty_brown,Jared Moshe
m/the_banana_splits,Danishka Esterhazy
m/the_bands_visit,Eran Kolirin
m/the_banshee_chapter,Blair Erickson
m/the_barber_2015,Basel Owies
m/the_basement_2018,Nathan Ives
m/the_bastards,Claire Denis
m/the_bastards_fig_tree,Ana Murugarren
m/the_battery,Jeremy Gardner
m/the_battle_of_algiers,Gillo Pontecorvo
m/the_battle_of_jangsari,Kwak Kyung-taek
m/the_battle_of_pussy_willow_creek_2013,Wendy Jo Cohen
m/the_bay_2012,Barry Levinson
m/the_bay_of_silence,Paula Van der Oest
m/the_baytown_outlaws,Barry Battles
m/the_beach_bum_2019,Harmony Korine
m/the_bear_1989,Jean-Jacques Annaud
m/the_beast_1975,Walerian Borowczyk
m/the_beast_in_the_cellar,James Kelley
m/the_beast_with_five_fingers,Robert Florey
m/the_beat_beneath_my_feet,John Williams
m/the_beat_hotel,Alan Govenar
m/the_beatles_eight_days_a_week_the_touring_years,Ron Howard
m/the_beautiful_person,Christophe Honoré
m/the_beaver_2010,Jodie Foster
m/the_beguiled,Sofia Coppola
m/the_believer,Henry Bean
m/the_believers_1987,John Schlesinger
m/the_belko_experiment,Greg McLean
m/the_bellmen,Cameron Fife
m/the_benefactor,Andrew Renzi
m/the_berlin_file,Seung-wan Ryoo
m/the_best_exotic_marigold_hotel_2012,John Madden (II)
m/the_best_man_holiday_2013,Malcolm D. Lee
m/the_best_of_enemies_2019,Robin Bissell
m/the_best_of_me,Michael Hoffman
m/the_best_offer,Giuseppe Tornatore
m/the_better_angels,A.J. Edwards
m/the_bfg_2016,Steven Spielberg
m/the_big_bang_2011,Tony Krantz
m/the_big_boss_1972,
m/the_big_day_1952,Jacques Tati
m/the_big_feast,Marco Ferreri
m/the_big_fix,Joshua Tickell
m/the_big_hangover,Norman Krasna
m/the_big_kahuna,John Swanbeck
m/the_big_lebowski,Joel Coen
m/the_big_parade,King Vidor
m/the_big_picture_2012,Eric Lartigau
m/the_big_short,Adam McKay
m/the_big_sick,Michael Showalter
m/the_big_squeeze_1996,Marcus De Leon
m/the_big_ugly,Scott Wiper
m/the_big_wedding_2013,Justin Zackham
m/the_big_year,David Frankel
m/the_bill_murray_stories_life_lessons_learned_from_a_mythical_man,Tommy Avallone
m/the_bingo_long_traveling_all_stars_and_motor_kings,John Badham
m/the_birth_of_a_nation_2016,Nate Parker
m/the_bishops_wife,Henry Koster
m/the_bitter_buddha,Steven Feinartz
m/the_black_cat_1981,Lucio Fulci
m/the_black_godfather_2019,Reginald Hudlin
m/the_black_panthers_vanguard_of_the_revolution_2015,Stanley Nelson
m/the_black_power_mix_tape_1967_1975,Goran Olsson
m/the_black_stallion_returns,Robert Dalva
m/the_black_string,Brian Hanson
m/the_blackcoats_daughter,Oz Perkins
m/the_blackout_experiments,Rich Fox
m/the_blech_effect,David Greenwald
m/the_bleeding_edge,
m/the_bleeding_house,Philip Gelatt
m/the_bling_ring_2013,Sofia Coppola
m/the_blob,Irvin S. Yeaworth Jr.
m/the_blob_1988,Chuck Russell
m/the_boat_2018,Winston Azzopardi
m/the_body_remembers_when_the_world_broke_open,Elle-Máijá Tailfeathers
m/the_bodyguard_1992,Mick Jackson
m/the_bodyguard_2011,Siddique
m/the_book_of_eli,Albert Hughes
m/the_book_of_henry,Colin Trevorrow
m/the_book_of_life_2014,Jorge R. Gutierrez
m/the_book_of_love,Bill Purple
m/the_book_thief,Brian Percival
m/the_bookshop,Isabel Coixet
m/the_borderlands,Eliot Goldner
m/the_boss_2016,Ben Falcone
m/the_boss_baby,Tom McGrath
m/the_bounce_back,Youssef Delara
m/the_bouncer,Julien Leclercq
m/the_bourne_legacy,Tony Gilroy
m/the_boxer,Jim Sheridan
m/the_boxtrolls,Anthony Stacchi
m/the_boy,William Brent Bell
m/the_boy_2015,Craig William Macneill
m/the_boy_and_the_beast,
m/the_boy_next_door_2015,Rob Cohen
m/the_boy_who_harnessed_the_wind,Chiwetel Ejiofor
m/the_boy_with_the_cuckoo_clock_heart,Mathias Malzieu
m/the_boys_and_girl_from_county_clare_2004,John Irvin
m/the_brady_bunch_movie,Betty Thomas
m/the_brainwashing_of_my_dad,Jen Senko
m/the_brand_new_testament,Jaco Van Dormael
m/the_brass_teapot,Ramaa Mosley
m/the_brave_little_toaster_goes_to_mars,Robert Ramirez
m/the_breadwinner,Nora Twomey
m/the_breaker_upperers,Jackie van Beek
m/the_bridge_1959,Bernhard Wicki
m/the_brink_2019,Alison Klayman
m/the_broken_circle_breakdown,Felix Van Groeningen
m/the_bronze,Bryan Buckley
m/the_brooklyn_banker,Federico Castelluccio
m/the_brooklyn_brothers_beat_the_best_2011,Ryan O'Nan
m/the_brother_from_another_planet,John Sayles
m/the_brothers_grimsby,Louis Leterrier
m/the_bubble_2007,Eytan Fox
m/the_bugs_bunnyroad_runner_movie_1979,Chuck Jones
m/the_burbs,Joe Dante
m/the_butcher_the_chef_and_the_swordsman_2010,Wuershan
m/the_bye_bye_man,Stacy Title
m/the_cabin_in_the_woods,Drew Goddard
m/the_cabinet_of_dr_caligari,Robert Wiene
m/the_cage_fighter,Jeff Unay
m/the_call_2013,Brad Anderson
m/the_call_of_cthulhu_1969,Andrew H. Leman
m/the_calling_2014,Jason Stone
m/the_camden_28_2007,Anthony Giacchino
m/the_campaign,Jay Roach
m/the_canal,Ivan Kavanagh
m/the_candy_witch,Rebecca J. Matthews
m/the_cannibal_club,Guto Parente
m/the_canterbury_tales,Pier Paolo Pasolini
m/the_canterville_ghost_1944,Jules Dassin
m/the_canyons_2013,Paul Schrader
m/the_captain_2017,Robert Schwentke
m/the_captain_2019,Wai-keung Lau
m/the_captive_2014,Atom Egoyan
m/the_car,Elliott Silverstein
m/the_cartel,Bob Bowdon
m/the_case_for_christ_2017,Jon Gunn
m/the_cassandra_crossing,George P. Cosmatos
m/the_castle,Rob Sitch
m/the_cat_from_outer_space,Norman Tokar
m/the_cat_o_nine_tails,Dario Argento
m/the_cat_returns,Hiroyuki Morita
m/the_catcher_was_a_spy,Ben Lewin
m/the_catechism_cataclysm,Todd Rohal
m/the_catered_affair_1956,Richard Brooks
m/the_celestine_prophecy,Armand Mastroianni
m/the_cell_2000,Tarsem Singh
m/the_challenge_1982,John Frankenheimer
m/the_challenge_2017,Yuri Ancarani
m/the_chamber_2018,Ben Parker
m/the_change_up,David Dobkin
m/the_changeover,Stuart McKenzie
m/the_chaperone,Artie Mandelberg
m/the_chaser_2008,Na Hong-jin
m/the_chateau,Jesse Peretz
m/the_cherry_orchard_2000,Jane Mackay
m/the_chess_players,Satyajit Ray
m/the_child_remains,Michael Melski
m/the_childhood_of_a_leader,Brady Corbet
m/the_children_act,Richard Eyre
m/the_china_hustle,Jed Rothstein
m/the_choice,Ross Katz
m/the_christmas_candle_2013,John Stephenson
m/the_christmas_chronicles,Clay Kaytis
m/the_chronicle_of_anna_magdalena_bach,Jean-Marie Straub
m/the_church,Michele Soavi
m/the_circle_2017,James Ponsoldt
m/the_citadel,King Vidor
m/the_clapper,Dito Montiel
m/the_class,Laurent Cantet
m/the_cleanse,Bobby Miller
m/the_client_list_2011,Eric Laneuville
m/the_climbers_2019,Daniel Lee
m/the_closer_you_get,Aileen Ritchie
m/the_clovehitch_killer,Duncan Skiles
m/the_cobbler_2015,Tom McCarthy
m/the_cold_lands_2013,Tom Gilroy
m/the_cold_light_of_day,Mabrouk El Mechri
m/the_coldest_game,Lukasz Kosmicki
m/the_collection_2012,Marcus Dunstan
m/the_collector_1965,William Wyler
m/the_collector_2006,
m/the_collectors_2000,Sidney J. Furie
m/the_collini_case,Marco Kreuzpaintner
m/the_colony_2013,Jeff Renfroe
m/the_color_of_pomegranates,Sergei Parajanov
m/the_color_of_time,Edna Luise Biesold
m/the_color_wheel,Alex Ross Perry
m/the_colossus_of_rhodes,Sergio Leone
m/the_comedian_2017,Taylor Hackford
m/the_comedy,Rick Alverson
m/the_command,Thomas Vinterberg
m/the_commune_2017,Thomas Vinterberg
m/the_commuter,Jaume Collet-Serra
m/the_company_you_keep,Robert Redford
m/the_competition_2018,Harvey Lowry
m/the_con_is_on,James Haslam
m/the_concert_2010,Radu Mihaileanu
m/the_condemned_2013,Roberto Busó-García
m/the_confirmation_2016,
m/the_conformist,Bernardo Bertolucci
m/the_congress,Ari Folman
m/the_conjuring,James Wan
m/the_conjuring_2,James Wan
m/the_connection,Cédric Jimenez
m/the_conquest_2011,Xavier Durringer
m/the_conspiracy_2013,Christopher MacBride
m/the_conspirator,Robert Redford
m/the_corrupted_2020,Ron Scalpello
m/the_cotton_club_encore,Francis Ford Coppola
m/the_counselor_2013,Ridley Scott
m/the_counterfeiters_2007,Stefan Ruzowitzky
m/the_courier_2019,Zackary Adler
m/the_courtship_of_eddies_father,Vincente Minnelli
m/the_crash_2017,Aram Rappaport
m/the_crash_reel_2013,Lucy Walker
m/the_creeping_garden,Jasper Sharp
m/the_crocodile_hunter_collision_course_2002,John Stainton
m/the_crow_wicked_prayer,Lance Mungia
m/the_crowd_roars_1932,Howard Hawks
m/the_crucifixion_2017,Xavier Gens
m/the_cup,Simon Wincer
m/the_cup_1999,Khyentse Norbu
m/the_cured,
m/the_current_war_directors_cut,Alfonso Gomez-Rejon
m/the_curse_of_buckout_road,Matthew Currie Holmes
m/the_curse_of_la_llorona_2019,Michael Chaves
m/the_curse_of_sleeping_beauty,
m/the_curse_of_the_gothic_symphony,Randall Wood
m/the_dalai_lama_scientist,Dawn Gifford Engle
m/the_damned_2014,Victor García
m/the_damned_dont_you_wish_that_we_were_dead,Wes Orshoski
m/the_danish_girl_2015,Tom Hooper
m/the_dare,Giles Alderson
m/the_dark_2018,Justin P. Lange
m/the_dark_horse_2016,James Napier Robertson
m/the_dark_knight,Christopher Nolan
m/the_dark_knight_rises,Christopher Nolan
m/the_dark_red,Dan Bush
m/the_dark_tapes,
m/the_dark_tower_2017,Nikolaj Arcel
m/the_darkest_hour,Chris Gorak
m/the_darkest_minds,Jennifer Yuh Nelson
m/the_darkness,Greg McLean
m/the_day_he_arrives_2011,Hong Sang-soo
m/the_day_shall_come,Christopher Morris
m/the_day_the_earth_caught_fire,Val Guest
m/the_dead,John Huston
m/the_dead_2011,Howard J. Ford
m/the_dead_center,Billy Senese
m/the_dead_dont_die_2019,Jim Jarmusch
m/the_dead_lands,Toa Fraser
m/the_deal_2005,Harvey Kahn
m/the_death_and_life_of_john_f_donovan,Xavier Dolan
m/the_death_and_life_of_marsha_p_johnson,David France
m/the_death_of_dick_long,Daniel Scheinert
m/the_death_of_mr_lazarescu,Cristi Puiu
m/the_death_of_stalin,Armando Iannucci
m/the_death_of_superman,Jake Castorena
m/the_death_of_superman_reign_of_the_supermen_double_feature,Sam Liu
m/the_debt_2016,Barney Elliott
m/the_debt_collector_2018,Jesse V. Johnson
m/the_decent_one,Vanessa Lapa
m/the_decline,Patrice Laliberté
m/the_decline_of_western_civilization_1988,Penelope Spheeris
m/the_decoy_bride,
m/the_deep_2013,Baltasar Kormákur
m/the_deep_blue_sea,Terence Davies
m/the_deer_hunter,Michael Cimino
m/the_delinquent_season,Mark O'Rowe
m/the_demolisher,Gabriel Carrer
m/the_den,Zachary Donohue
m/the_departure_2020,Merland Hoxha
m/the_descendants_2011,Alexander Payne
m/the_descent_2,Jon Harris
m/the_details_2010,Jacob Estes
m/the_devil_and_daniel_webster,William Dieterle
m/the_devil_bat,Edward D. Wood Jr.
m/the_devil_inside,William Brent Bell
m/the_devil_we_know,Stephanie Soechtig
m/the_devil_wears_prada,David Frankel
m/the_devils_candy,Sean Byrne
m/the_devils_dolls,Padraig Reynolds
m/the_devils_doorway,Aislinn Clarke
m/the_devils_double,Lee Tamahori
m/the_devils_miner,Richard Ladkani
m/the_devils_playground,Fred Schepisi
m/the_devils_rock,Paul Campion
m/the_devils_violinist,Bernard Rose
m/the_diabolical_2015,Alistair Legrand
m/the_diary_of_a_teenage_girl,Marielle Heller
m/the_dictator_2012,Larry Charles
m/the_dilemma,Ron Howard
m/the_dinner_2017,Oren Moverman
m/the_dinner_party_2020,Miles Doleac
m/the_dinosaur_project,Sid Bennett
m/the_dirt_2019,Jeff Tremaine
m/the_disappearance_of_eleanor_rigby_them,Ned Benson
m/the_disappointments_room,D.J. Caruso
m/the_disaster_artist,James Franco
m/the_discovery_2017,Charlie McDowell
m/the_dish_and_the_spoon_2011,Alison Bagnall
m/the_divergent_series_allegiant,Robert Schwentke
m/the_divide_2012,Xavier Gens
m/the_divine_fury,
m/the_divine_order,Petra Biondina Volpe
m/the_diving_bell_and_the_butterfly_2007,Julian Schnabel
m/the_do_deca_pentathlon,Jay Duplass
m/the_dog_2014,Allison Berg
m/the_dog_lover,Alex Ranarivelo
m/the_dogs_of_war,John Irvin
m/the_domestics,Mike P. Nelson
m/the_doorman_2008,Wayne Price
m/the_double_2011,Michael Brandt
m/the_double_2013,Richard Ayoade
m/the_dresser,Richard Eyre
m/the_dressmaker,Jocelyn Moorhouse
m/the_driller_killer,Abel Ferrara
m/the_drop,Michaël R. Roskam
m/the_drowning,Bette Gordon
m/the_duel_2016,Kieran Darcy-Smith
m/the_duelist_2016,Aleksey Mizgirev
m/the_duff,Ari Sandel
m/the_duke_is_tops,William Nolte
m/the_duke_of_burgundy,Peter Strickland
m/the_dyatlov_pass_incident,Renny Harlin
m/the_eagle_huntress,Otto Bell
m/the_earrings_of_madame_de,Max Ophüls
m/the_east_2013,Zal Batmanglij
m/the_easy_life,Dino Risi
m/the_edge_of_democracy,Petra Costa
m/the_edge_of_seventeen,Kelly Fremon Craig
m/the_editor,Adam Brooks
m/the_edukators,Hans Weingartner
m/the_efficiency_expert,Mark Joffe
m/the_eiger_sanction,Clint Eastwood
m/the_elephant_in_the_living_room_2010,Michael Webber
m/the_elephant_queen,Victoria Stone
m/the_emoji_movie,Anthony Leondis
m/the_emperor_and_the_assassin,Kaige Chen
m/the_emperor_jones,Dudley Murphy
m/the_empty_hours,Aaron Fernandez
m/the_end,Burt Reynolds
m/the_end_of_love,Mark Webber
m/the_end_of_the_tour_2015,James Ponsoldt
m/the_end_of_time,Peter Mettler
m/the_endless,Justin Benson
m/the_english_surgeon,Geoffrey Smith
m/the_english_teacher,Craig Zisk
m/the_equalizer_2013,Antoine Fuqua
m/the_escape_2018,Dominic Savage
m/the_escape_artist,Caleb Deschanel
m/the_escape_of_prisoner_614,Zach Golden
m/the_europeans,James Ivory
m/the_evil_dead_2013,Fede Alvarez
m/the_evil_within_2017,
m/the_exception,David Leveaux
m/the_expedition_to_the_end_of_the_world_2014,Daniel Dencik
m/the_expendables,Sylvester Stallone
m/the_expendables_2,Simon West
m/the_expendables_3,Patrick Hughes
m/the_exterminating_angel,Luis Buñuel
m/the_eye_of_the_storm,Fred Schepisi
m/the_eyes_of_my_mother_2016,Nicolas Pesce
m/the_face_of_an_angel,Michael Winterbottom
m/the_face_of_love,Arie Posin
m/the_fall_of_the_house_of_usher_1960,Roger Corman
m/the_falling_2014,Carol Morley
m/the_family_2013,Luc Besson
m/the_family_fang,Jason Bateman
m/the_family_tree,Vivi Friedman
m/the_fanatic_2019,Fred Durst
m/the_fare,D.C. Hamilton
m/the_farewell_2019,Lulu Wang
m/the_farewell_party,Sharon Maymon
m/the_farm_life_inside_angola_prison_1998,Liz Garbus
m/the_fate_of_the_furious,F. Gary Gray
m/the_fault_in_our_stars,Josh Boone
m/the_favourite_2018,Yorgos Lanthimos
m/the_fearless_vampire_killers,Roman Polanski
m/the_female_brain,Whitney Cummings
m/the_field_guide_to_evil,Severin Fiala
m/the_fields,David Mazzoni
m/the_fifth_estate,Bill Condon
m/the_fifth_wave,J Blakeson
m/the_fight_2020,Elyse Steinberg
m/the_fighter_2011,David O. Russell
m/the_final_girls,Todd Strauss-Schulson
m/the_final_master,Haofeng Xu
m/the_final_member,Zach Math
m/the_final_wish,Timothy Woodward Jr.
m/the_final_year,
m/the_finest_hours,Craig Gillespie
m/the_first_beautiful_thing,Paolo Virzì
m/the_first_grader,Justin Chadwick
m/the_first_monday_in_may,Andrew Rossi
m/the_first_purge,Gerard McMurray
m/the_first_time_2012,Jon Kasdan
m/the_fits_2016,Anna Rose Holmer
m/the_fitzgerald_family_christmas,Edward Burns
m/the_five_year_engagement,Nicholas Stoller
m/the_flat_2012,Arnon Goldfinger
m/the_flaw_2011,David Sington
m/the_flight_of_the_intruder,John Milius
m/the_flintstones,Brian Levant
m/the_flood_2019,Anthony Woodley
m/the_florida_project,Sean Baker (II)
m/the_flower_of_my_secret,Pedro Almodóvar
m/the_flowers_of_war,Zhang Yimou
m/the_fluffer,Richard Glatzer
m/the_fluffy_movie,Manny Rodriguez
m/the_flying_deuces,A. Edward Sutherland
m/the_flying_swords_of_dragon_gate,Hark Tsui
m/the_fog_1980,John Carpenter
m/the_fog_of_war_eleven_lessons_from_the_life_of_robert_s_mcnamara,Errol Morris
m/the_forbidden_dance,Greydon Clark
m/the_forbidden_room_2015,Guy Maddin
m/the_foreigner_2017,Martin Campbell
m/the_forest_2016,Jason Zada
m/the_forest_for_the_trees_2005,Maren Ade
m/the_forest_of_love,Sion Sono
m/the_forest_of_the_lost_souls,José Pedro Lopes
m/the_forger_2014,Philip Martin
m/the_forgiven_2018,Roland Joffé
m/the_forgiveness_of_blood,Joshua Marston
m/the_forgotten_kingdom,Andrew Mudge
m/the_forgotten_space_2011,Allan Sekula
m/the_founder,John Lee Hancock
m/the_fountain,Darren Aronofsky
m/the_four_times,Michelangelo Frammartino
